SoftPlot for Genesys Testlink,,,,,,,,,,,,,,,,
Start,5.00E-01,,,,,,,,,,,,,,,
Stop,-3.50E+00,,,,,,,,,,,,,,,
Points,41,,,,,,,,,,,,,,,
X-Axis (V),0 (none),-0.400000 (none),-0.800000 (none),-1.200000 (none),-1.600000 (none),-2.000000 (none),-2.400000 (none),-2.800000 (none),0 (none),-0.400000 (none),-0.800000 (none),-1.200000 (none),-1.600000 (none),-2.000000 (none),-2.400000 (none),-2.800000 (none)
0.5,-1.147E-09,-2.6834E-08,-2.8285E-08,-2.9269E-08,-2.9746E-08,-3.0248E-08,-3.067E-08,-3.1124E-08,9.9E-10,1.8233E-08,1.9244E-08,1.9975E-08,2.0404E-08,2.0933E-08,2.1355E-08,2.1808E-08
0.4,3.09E-10,-1.3639E-08,-1.441E-08,-1.4969E-08,-1.5297E-08,-1.5724E-08,-1.609E-08,-1.6473E-08,2.97E-10,1.1895E-08,1.2555E-08,1.3118E-08,1.3581E-08,1.4055E-08,1.4428E-08,1.4568E-08
0.3,7.79E-10,-8.656E-09,-9.17E-09,-9.582E-09,-9.973E-09,-1.0366E-08,-1.0661E-08,-1.0736E-08,-5.8E-11,7.739E-09,8.218E-09,8.615E-09,8.999E-09,9.394E-09,8.214E-09,9.732E-09
0.2,1.056E-09,-5.412E-09,-5.777E-09,-6.064E-09,-6.325E-09,-6.624E-09,-5.576E-09,-6.861E-09,-2.83E-10,5.055E-09,5.426E-09,5.704E-09,5.94E-09,6.226E-09,5.252E-09,6.462E-09
0.1,1.241E-09,-3.268E-09,-3.548E-09,-3.737E-09,-3.877E-09,-4.065E-09,-3.221E-09,-4.188E-09,-3.75E-10,3.097E-09,3.546E-09,3.728E-09,3.851E-09,4.027E-09,3.313E-09,4.15E-09
0,1.234E-09,-1.587E-09,-2.263E-09,-2.373E-09,-2.418E-09,-2.506E-09,-1.982E-09,-2.538E-09,-4.63E-10,1.886E-09,2.222E-09,2.327E-09,2.377E-09,2.459E-09,1.985E-09,2.497E-09
-0.1,1.424E-09,-5.75E-10,-7.97E-10,-7.42E-10,-7.28E-10,-7.42E-10,-3.93E-10,-7.81E-10,-6.18E-10,1.066E-09,1.282E-09,1.346E-09,1.346E-09,1.373E-09,1.036E-09,1.349E-09
-0.2,1.538E-09,2.13E-10,7.9E-11,8.3E-11,1.28E-10,1.63E-10,5.03E-10,2.83E-10,-7.17E-10,4.71E-10,6.28E-10,6.95E-10,6.83E-10,6.71E-10,3.77E-10,6.05E-10
-0.3,1.532E-09,7.15E-10,6.38E-10,6.47E-10,7.11E-10,7.74E-10,1.047E-09,9.29E-10,-7.4E-10,5E-11,1.66E-10,1.9E-10,1.62E-10,1.27E-10,-1.6E-11,1.5E-11
-0.4,1.609E-09,1.097E-09,1.055E-09,1.083E-09,1.157E-09,1.244E-09,1.442E-09,1.305E-09,-8.22E-10,-2.82E-10,-1.95E-10,-1.23E-10,-1.56E-10,-2.07E-10,-3.57E-10,-3.1E-10
-0.5,1.818E-09,1.415E-09,1.398E-09,1.418E-09,1.501E-09,1.606E-09,1.801E-09,1.812E-09,-9.36E-10,-5.02E-10,-4.28E-10,-4.87E-10,-5.37E-10,-5.27E-10,-6.68E-10,-6.59E-10
-0.6,1.839E-09,1.554E-09,1.657E-09,1.735E-09,1.836E-09,1.928E-09,2.121E-09,2.164E-09,-1.044E-09,-7.03E-10,-6.65E-10,-7.77E-10,-8.49E-10,-8.33E-10,-9.95E-10,-1.014E-09
-0.7,1.993E-09,1.809E-09,1.829E-09,2.062E-09,2.183E-09,2.171E-09,2.507E-09,2.579E-09,-1.19E-09,-9.47E-10,-9.19E-10,-9.95E-10,-1.079E-09,-1.164E-09,-1.348E-09,-1.411E-09
-0.8,2.256E-09,2.172E-09,2.223E-09,2.237E-09,2.381E-09,2.652E-09,2.898E-09,2.897E-09,-1.37E-09,-1.213E-09,-1.209E-09,-1.272E-09,-1.391E-09,-1.527E-09,-1.763E-09,-1.83E-09
-0.9,2.394E-09,2.388E-09,2.455E-09,2.585E-09,2.754E-09,3.068E-09,3.356E-09,3.481E-09,-1.583E-09,-1.507E-09,-1.523E-09,-1.615E-09,-1.75E-09,-1.946E-09,-2.21E-09,-2.311E-09
