SoftPlot for Genesys Testlink,,,,,,,,,,,,,,,,
Start,5.00E-01,,,,,,,,,,,,,,,
Stop,-3.50E+00,,,,,,,,,,,,,,,
Points,41,,,,,,,,,,,,,,,
X-Axis (V),0 (none),-0.400000 (none),-0.800000 (none),-1.200000 (none),-1.600000 (none),-2.000000 (none),-2.400000 (none),-2.800000 (none),0 (none),-0.400000 (none),-0.800000 (none),-1.200000 (none),-1.600000 (none),-2.000000 (none),-2.400000 (none),-2.800000 (none)
0.5,-1.391E-09,-3.067E-08,-3.1087E-08,-3.1104E-08,-3.1093E-08,-3.1219E-08,-3.1517E-08,-3.1926E-08,1.174E-09,2.1486E-08,2.2445E-08,2.2911E-08,2.3284E-08,2.3591E-08,2.399E-08,2.4425E-08
0.4,5.96E-10,-1.6274E-08,-1.7346E-08,-1.7915E-08,-1.8372E-08,-1.8734E-08,-1.9174E-08,-1.9641E-08,2.27E-10,1.4589E-08,1.5759E-08,1.6417E-08,1.6931E-08,1.7334E-08,1.7817E-08,1.833E-08
0.3,1.241E-09,-1.0839E-08,-1.1973E-08,-1.2661E-08,-1.3153E-08,-1.3571E-08,-1.4044E-08,-1.459E-08,-2.66E-10,1.0053E-08,1.0993E-08,1.1856E-08,1.2215E-08,1.2682E-08,1.3174E-08,1.3855E-08
0.2,1.627E-09,-7.187E-09,-8.038E-09,-8.826E-09,-9.171E-09,-9.611E-09,-1.0063E-08,-1.0673E-08,-5.77E-10,6.772E-09,7.646E-09,8.404E-09,8.764E-09,9.187E-09,9.634E-09,1.0225E-08
0.1,1.756E-09,-4.452E-09,-5.215E-09,-5.864E-09,-6.186E-09,-6.561E-09,-6.949E-09,-7.467E-09,-6.84E-10,4.452E-09,5.189E-09,5.794E-09,6.108E-09,6.471E-09,6.842E-09,7.302E-09
0,1.879E-09,-2.516E-09,-3.138E-09,-3.635E-09,-3.893E-09,-4.184E-09,-4.51E-09,-4.871E-09,-8.14E-10,2.786E-09,3.367E-09,3.816E-09,4.06E-09,4.351E-09,4.644E-09,4.991E-09
-0.1,2.147E-09,-1.563E-09,-1.974E-09,-2.285E-09,-2.455E-09,-2.294E-09,-2.52E-09,-2.803E-09,-9.57E-10,1.638E-09,2.039E-09,2.33E-09,2.495E-09,2.674E-09,2.884E-09,3.138E-09
-0.2,2.149E-09,1.94E-10,-1.21E-10,-3.47E-10,-5.57E-10,-1.362E-09,-1.506E-09,-1.688E-09,-1.061E-09,5.87E-10,8.65E-10,1.049E-09,1.189E-09,1.49E-09,1.634E-09,1.797E-09
-0.3,2.262E-09,9.31E-10,7.34E-10,6.16E-10,6.59E-10,4.72E-10,3.79E-10,2.6E-10,-1.179E-09,-9.1E-11,6E-11,1.5E-10,1.93E-10,3.22E-10,4.22E-10,5.31E-10
-0.4,2.532E-09,1.563E-09,1.46E-09,1.428E-09,1.544E-09,1.343E-09,1.291E-09,1.223E-09,-1.329E-09,-5.71E-10,-5.74E-10,-5.59E-10,-5.92E-10,-4.7E-10,-3.52E-10,-3.35E-10
-0.5,2.582E-09,2.166E-09,2.18E-09,2.213E-09,2.276E-09,2.217E-09,2.047E-09,2.157E-09,-1.484E-09,-1.104E-09,-1.071E-09,-1.116E-09,-1.243E-09,-1.19E-09,-1.021E-09,-1.109E-09
-0.6,2.757E-09,2.509E-09,2.544E-09,2.628E-09,2.875E-09,2.865E-09,2.788E-09,2.853E-09,-1.66E-09,-1.394E-09,-1.466E-09,-1.561E-09,-1.684E-09,-1.724E-09,-1.607E-09,-1.66E-09
-0.7,3.115E-09,2.989E-09,3.099E-09,3.114E-09,3.26E-09,3.313E-09,3.274E-09,3.445E-09,-1.89E-09,-1.761E-09,-1.89E-09,-2.012E-09,-2.15E-09,-2.191E-09,-2.146E-09,-2.186E-09
-0.8,3.248E-09,3.228E-09,3.396E-09,3.678E-09,3.848E-09,3.796E-09,3.918E-09,3.857E-09,-2.132E-09,-2.098E-09,-2.273E-09,-2.456E-09,-2.621E-09,-2.663E-09,-2.668E-09,-2.686E-09
-0.9,3.672E-09,3.593E-09,3.805E-09,4.022E-09,4.21E-09,4.397E-09,4.321E-09,4.487E-09,-2.443E-09,-2.452E-09,-2.666E-09,-2.875E-09,-3.06E-09,-3.15E-09,-3.163E-09,-3.208E-09
-1,3.92E-09,4.098E-09,4.343E-09,4.576E-09,4.777E-09,4.771E-09,4.932E-09,4.889E-09,-2.785E-09,-2.841E-09,-3.084E-09,-3.318E-09,-3.526E-09,-3.616E-09,-3.678E-09,-3.718E-09
-1.1,4.415E-09,4.369E-09,4.629E-09,4.881E-09,5.099E-09,5.32E-09,5.395E-09,5.463E-09,-3.166E-09,-3.208E-09,-3.478E-09,-3.724E-09,-3.958E-09,-4.069E-09,-4.142E-09,-4.201E-09
-1.2,4.842E-09,4.878E-09,5.143E-09,5.406E-09,5.636E-09,5.759E-09,5.846E-09,5.918E-09,-3.621E-09,-3.61E-09,-3.915E-09,-4.159E-09,-4.403E-09,-4.552E-09,-4.639E-09,-4.706E-09
-1.3,5.288E-09,5.26E-09,5.515E-09,5.802E-09,6.033E-09,6.185E-09,6.284E-09,6.364E-09,-4.084E-09,-4.041E-09,-4.332E-09,-4.609E-09,-4.854E-09,-4.984E-09,-5.078E-09,-5.151E-09
-1.4,5.746E-09,5.678E-09,5.946E-09,6.219E-09,6.454E-09,6.59E-09,6.696E-09,6.784E-09,-4.609E-09,-4.479E-09,-4.768E-09,-5.037E-09,-5.28E-09,-5.448E-09,-5.554E-09,-5.624E-09
