SoftPlot for Genesys Testlink,,,,,,,,,,,,,,,,
Start,5.00E-01,,,,,,,,,,,,,,,
Stop,-3.50E+00,,,,,,,,,,,,,,,
Points,41,,,,,,,,,,,,,,,
X-Axis (V),0 (none),-0.400000 (none),-0.800000 (none),-1.200000 (none),-1.600000 (none),-2.000000 (none),-2.400000 (none),-2.800000 (none),0 (none),-0.400000 (none),-0.800000 (none),-1.200000 (none),-1.600000 (none),-2.000000 (none),-2.400000 (none),-2.800000 (none)
0.5,-2.79E-10,-1.815E-09,-2.666E-09,-2.964E-09,-3.289E-09,-2.214E-09,-5.46E-10,-1.181E-09,2.85E-10,1.652E-09,2.447E-09,2.85E-09,3.227E-09,1.995E-09,9.03E-10,1.86E-09
0.4,7.87E-10,6.37E-10,2.24E-10,6.88E-10,4.69E-10,1.34E-09,2.314E-09,1.213E-09,-9.6E-11,-3.9E-11,3.82E-10,8.25E-10,1.073E-09,-6.91E-10,-1.12E-09,1.83E-10
0.3,1.326E-09,1.193E-09,1.599E-09,8.2E-10,7.23E-10,2.874E-09,3.12E-09,1.689E-09,-7.48E-10,-8.9E-11,-7.11E-10,2.62E-10,4.11E-10,-1.679E-09,-1.269E-09,2.93E-10
0.2,1.245E-09,1.375E-09,1.754E-09,1.288E-09,1.249E-09,3.741E-09,3.224E-09,1.745E-09,-4.2E-10,-3.47E-10,-3.53E-10,-1.52E-10,-4.8E-11,-2.671E-09,-1.639E-09,5.5E-11
0.1,1.108E-09,1.619E-09,1.806E-09,1.708E-09,1.702E-09,6.873E-09,5.175E-09,1.854E-09,-4.41E-10,-5.72E-10,-5.71E-10,-4.78E-10,-4E-10,-4.407E-09,-4.44E-09,-1.34E-10
0,1.089E-09,1.913E-09,2.096E-09,2.095E-09,2.105E-09,7.895E-09,8.351E-09,1.974E-09,-4.75E-10,-8.11E-10,-8.46E-10,-7.95E-10,-7.35E-10,-5.242E-09,-5.697E-09,-2.83E-10
-0.1,1.137E-09,2.316E-09,2.531E-09,2.559E-09,2.584E-09,9.043E-09,8.809E-09,2.106E-09,-5.22E-10,-1.107E-09,-1.196E-09,-1.167E-09,-1.118E-09,-6.262E-09,-5.926E-09,-4.13E-10
-0.2,1.185E-09,2.715E-09,3.057E-09,3.083E-09,3.121E-09,9.988E-09,9.395E-09,2.211E-09,-5.81E-10,-1.45E-09,-1.627E-09,-1.613E-09,-1.578E-09,-7.128E-09,-6.105E-09,-5.4E-10
-0.3,1.269E-09,3.211E-09,3.607E-09,3.672E-09,3.729E-09,1.085E-08,8.249E-09,2.333E-09,-6.53E-10,-1.848E-09,-2.103E-09,-2.119E-09,-2.102E-09,-7.937E-09,-5.987E-09,-6.7E-10
-0.4,1.396E-09,3.754E-09,4.239E-09,4.346E-09,4.439E-09,1.1441E-08,1.0292E-08,2.512E-09,-7.52E-10,-2.283E-09,-2.856E-09,-2.945E-09,-2.963E-09,-8.776E-09,-7.484E-09,-8.29E-10
