SoftPlot for Genesys Testlink,,,,,,,,,,,,,,,,
Start,5.00E-01,,,,,,,,,,,,,,,
Stop,-3.50E+00,,,,,,,,,,,,,,,
Points,41,,,,,,,,,,,,,,,
X-Axis (V),0 (none),-0.400000 (none),-0.800000 (none),-1.200000 (none),-1.600000 (none),-2.000000 (none),-2.400000 (none),-2.800000 (none),0 (none),-0.400000 (none),-0.800000 (none),-1.200000 (none),-1.600000 (none),-2.000000 (none),-2.400000 (none),-2.800000 (none)
0.5,-9.92E-10,-1.7853E-08,-1.8286E-08,-1.8623E-08,-1.8944E-08,-1.923E-08,-1.9749E-08,-1.926E-08,8.51E-10,1.3632E-08,1.3822E-08,1.4168E-08,1.4396E-08,1.4387E-08,1.4373E-08,1.403E-08
0.4,6.7E-11,-1.0945E-08,-1.103E-08,-1.1314E-08,-1.1485E-08,-1.1506E-08,-1.1934E-08,-1.0923E-08,2.55E-10,9.901E-09,9.888E-09,1.0242E-08,1.0413E-08,1.0294E-08,1.0374E-08,9.693E-09
0.3,4.56E-10,-7.816E-09,-7.799E-09,-8.065E-09,-8.187E-09,-8.141E-09,-8.492E-09,-7.425E-09,-9E-11,7.127E-09,7.146E-09,7.398E-09,7.53E-09,7.51E-09,7.637E-09,6.761E-09
0.2,8E-10,-5.497E-09,-5.518E-09,-5.705E-09,-5.797E-09,-5.787E-09,-6.065E-09,-5.008E-09,-3.52E-10,5.102E-09,5.15E-09,5.343E-09,5.445E-09,5.452E-09,5.526E-09,4.654E-09
0.1,1.015E-09,-3.796E-09,-3.83E-09,-3.966E-09,-4.036E-09,-4.064E-09,-4.285E-09,-3.152E-09,-5.29E-10,3.599E-09,3.666E-09,3.808E-09,3.886E-09,3.874E-09,3.939E-09,2.925E-09
0,1.159E-09,-2.484E-09,-2.562E-09,-2.657E-09,-2.712E-09,-2.74E-09,-2.892E-09,-1.729E-09,-6.69E-10,2.361E-09,2.45E-09,2.548E-09,2.609E-09,2.643E-09,2.665E-09,1.778E-09
-0.1,1.28E-09,-1.328E-09,-1.441E-09,-1.506E-09,-1.537E-09,-1.54E-09,-1.64E-09,-6.43E-10,-7.67E-10,1.512E-09,1.596E-09,1.661E-09,1.699E-09,1.73E-09,1.741E-09,9.26E-10
-0.2,1.382E-09,-6.46E-10,-6.54E-10,-6.91E-10,-6.98E-10,-6.83E-10,-8.41E-10,1.36E-10,-8.75E-10,8.66E-10,9.4E-10,9.81E-10,9.99E-10,1.034E-09,1.047E-09,2.49E-10
-0.3,1.411E-09,-3.3E-11,-8.2E-11,-1E-10,-8.9E-11,-6.2E-11,-1.47E-10,7.63E-10,-9.47E-10,3.79E-10,4.51E-10,4.71E-10,4.79E-10,5.13E-10,5.09E-10,-2.95E-10
-0.4,1.559E-09,4.04E-10,3.63E-10,3.62E-10,3.84E-10,4.17E-10,3.53E-10,1.262E-09,-1.061E-09,-1E-11,5.3E-11,6E-11,5.6E-11,8.7E-11,5E-11,-7.62E-10
